"gene_ID"	"TPM_RAP"	"TPM_T7RAP"
"162"	"ENSG00000011021.23"	21.7263507030885	25.0882401386937
"164"	"ENSG00000201801.1"	4731.93352657834	6224.61638055401
"165"	"ENSG00000116685.16"	26.7629002593533	29.0155486839386
"166"	"ENSG00000083444.17"	62.7207683935274	66.0728850655887
"167"	"ENSG00000116688.18"	27.4564239205592	25.3309521745981
"168"	"ENSG00000116691.11"	13.1424824866503	16.0946771313614
"169"	"ENSG00000048707.15"	12.5903271599745	10.7899744655212
"171"	"ENSG00000162496.9"	46.6316571081323	39.1675300659076
"173"	"ENSG00000116731.22"	5.35927710646882	5.09524796486749
"174"	"ENSG00000189337.17"	8.72881625229786	9.40481890958843
"176"	"ENSG00000175147.13"	2.60761753206755	2.32420418943655
"177"	"ENSG00000171729.14"	18.3099055780926	21.5962088585693
"178"	"ENSG00000142634.13"	26.9518341776975	19.6515118565241
"179"	"ENSG00000132906.18"	4.4440602644873	4.44749476243351
"180"	"ENSG00000116138.13"	9.57084402283574	8.55200057779916
"181"	"ENSG00000116771.6"	126.094526298242	129.189035209826
"184"	"ENSG00000197312.12"	22.1121009719339	24.4142692271012
"185"	"ENSG00000116786.13"	28.3209404131393	29.0513983440296
"186"	"ENSG00000162458.13"	8.52101656971745	11.1083234717256
"187"	"ENSG00000233954.6"	8.95097612140044	17.4678927031197
"190"	"ENSG00000065526.12"	34.1643074365785	34.6334190028855
"191"	"ENSG00000116809.12"	5.06236809884865	8.63570530043564
"192"	"ENSG00000183888.4"	10.9155371852287	6.26521982441609
"193"	"ENSG00000142627.13"	60.3158748349572	65.4319945680919
"197"	"ENSG00000037637.11"	4.11532279885011	8.616342302648
"198"	"ENSG00000055070.17"	27.9817102538254	29.6505903457556
"199"	"ENSG00000157191.20"	12.394908857765	11.4298496578978
"202"	"ENSG00000219481.10"	4.95338164333641	5.87669221493124
"203"	"ENSG00000215908.10"	36.5479563715405	32.1348057672722
"204"	"ENSG00000186301.8"	39.179567239373	49.8646958875613
"205"	"ENSG00000236698.1"	62.8008715460095	80.806378976766
"207"	"ENSG00000207389.1"	249.863223681532	116.097579551222
"211"	"ENSG00000159363.19"	14.8586544410074	14.7771992774711
"212"	"ENSG00000117118.10"	28.5476054267728	30.2502365360527
"213"	"ENSG00000179051.14"	59.7975237333077	63.1949862554262
"214"	"ENSG00000074964.17"	27.4763682398935	29.4617172532841
"216"	"ENSG00000159423.17"	71.4550114713338	68.1497906396493
"217"	"ENSG00000169991.11"	14.5266853124136	15.4070262553815
"219"	"ENSG00000127481.15"	52.4601752860992	54.6387563131087
"220"	"ENSG00000127463.15"	28.6539370984802	28.065952289889
"221"	"ENSG00000053372.5"	40.4614937819486	44.694842831926
"223"	"ENSG00000053371.13"	40.5837961749387	41.1640140234369
"225"	"ENSG00000040487.13"	17.4354084390049	8.72444151275582
"226"	"ENSG00000077549.19"	18.0885285754875	18.7161522480752
"227"	"ENSG00000173436.15"	4.9851056792909	4.81078123014049
"229"	"ENSG00000226396.1"	38.5973959344784	45.0650959678118
"231"	"ENSG00000169914.6"	9.63611256526072	8.50902320379889
"233"	"ENSG00000162545.6"	149.063818080074	140.55812082091
"234"	"ENSG00000090432.7"	21.6991126237904	19.3030065101006
"236"	"ENSG00000158828.8"	6.05621599771973	6.66698605772511
"237"	"ENSG00000117242.7"	9.22295041273266	7.91149557841396
"238"	"ENSG00000244038.11"	127.649275051387	126.49197738117
"241"	"ENSG00000127483.19"	34.5928096013206	41.0360973216829
"242"	"ENSG00000075151.22"	25.5949835626304	24.5474822664559
"244"	"ENSG00000117298.16"	20.0257881205388	18.4379634570002
"248"	"ENSG00000076864.19"	14.2406841646468	11.961239633507
"249"	"ENSG00000090686.16"	21.573954240166	18.6604706637275
"250"	"ENSG00000142798.20"	19.7091423659979	21.0177757439016
"251"	"ENSG00000218510.8"	6.22097596535164	4.66933778625043
"252"	"ENSG00000070831.17"	14.7445308833537	10.4371183068344
"254"	"ENSG00000184677.18"	22.1328967852973	18.8487995459219
"255"	"ENSG00000004487.17"	67.4350745146095	76.4615506953866
"256"	"ENSG00000169641.13"	13.1326704949518	12.1318336629023
"258"	"ENSG00000261326.4"	7.57546215903706	6.87056825455559
"259"	"ENSG00000125944.21"	85.4147719084648	74.8798196730788
"260"	"ENSG00000125945.15"	5.70797725083873	5.20235384918847
"262"	"ENSG00000204219.11"	45.1324047699456	46.2300440268437
"263"	"ENSG00000088280.19"	19.5600721177355	16.443158512714
"264"	"ENSG00000007968.7"	9.28856328379672	6.97180631504961
"265"	"ENSG00000117318.9"	57.3915527783911	72.4475640391627
"266"	"ENSG00000142676.14"	336.838124354859	272.102337631899
"268"	"ENSG00000011007.12"	28.5946412099348	33.144705159038
"269"	"ENSG00000057757.10"	16.1636586748161	24.2642256246387
"270"	"ENSG00000011009.11"	29.9310720576072	19.5668588380776
"271"	"ENSG00000117308.15"	20.7219057819324	15.5534402012802
"272"	"ENSG00000117305.15"	5.20072706413992	5.464983652813
"273"	"ENSG00000179163.12"	15.2819406321315	17.2054698261837
"274"	"ENSG00000189266.13"	31.0741089238049	29.1544911481953
"275"	"ENSG00000188529.15"	34.0574830062661	32.601899106562
"276"	"ENSG00000142661.19"	8.89463179591301	12.2395705078629
"278"	"ENSG00000185436.12"	6.71504402953645	7.70850325765202
"281"	"ENSG00000117602.13"	9.56793889132606	11.6955856374855
"283"	"ENSG00000133226.17"	42.8589278259229	39.7490984694629
"284"	"ENSG00000169504.15"	64.2137857144389	64.5912865309862
"285"	"ENSG00000117614.10"	12.4122732751569	8.15184945614407
"287"	"ENSG00000117616.18"	13.6272958900251	10.0107456867576
"288"	"ENSG00000183726.11"	27.87589706379	29.1949957266555
"289"	"ENSG00000204178.11"	19.1257097220775	20.9809224127598
"290"	"ENSG00000157978.12"	3.99635835768353	5.18110161238574
"291"	"ENSG00000162430.17"	11.9170878648638	11.2637256377363
"293"	"ENSG00000117640.18"	8.75179103952005	8.84277154793616
"294"	"ENSG00000127423.11"	12.9655335180418	7.90697800930253
"295"	"ENSG00000182749.6"	17.4439183229018	22.1227390039273
"296"	"ENSG00000117632.23"	79.3394348958196	86.9813341815097
"297"	"ENSG00000158006.14"	11.3119582287843	6.94679344958364
"299"	"ENSG00000142684.9"	63.9774686709933	58.0243892754954
"300"	"ENSG00000142675.18"	4.43480180560295	4.4382291483451
"302"	"ENSG00000130695.16"	20.4802509040089	19.0727398386609
"303"	"ENSG00000142669.15"	31.1853642951075	36.7825840376546
"304"	"ENSG00000158062.20"	7.46675814208659	7.16117330695989
"306"	"ENSG00000117682.17"	9.3946942672188	9.66312016784838
"307"	"ENSG00000198830.11"	20.804212923117	16.9930316404182
"308"	"ENSG00000117676.14"	15.2549946542154	13.6903227468497
"309"	"ENSG00000117713.20"	27.0556576684127	26.1883086393034
"310"	"ENSG00000060642.11"	5.31692859527329	5.48732009826046
"311"	"ENSG00000204160.12"	11.0788821663781	10.9980293730969
"312"	"ENSG00000175793.12"	26.8529283642013	19.0355240995535
"313"	"ENSG00000142751.15"	18.4679221385157	14.1565746495744
"314"	"ENSG00000198746.13"	16.6554101953462	18.4228379742627
"315"	"ENSG00000090273.14"	102.087642687967	116.223009088335
"316"	"ENSG00000131910.5"	83.7473302345621	81.7167512721051
"317"	"ENSG00000253368.4"	76.9087407621491	89.5495148526629
"318"	"ENSG00000090020.11"	6.61461964225524	4.96479870831825
"321"	"ENSG00000142784.16"	3.96138615015794	6.19444941191797
"322"	"ENSG00000186501.15"	8.28305252342284	10.4708891435488
"325"	"ENSG00000142765.18"	7.33838980726562	5.24575794754256
"328"	"ENSG00000158195.11"	39.1567784842534	38.15580207801
"329"	"ENSG00000126705.15"	7.52585385354821	8.29660528996415
"332"	"ENSG00000009780.16"	7.234229341814	9.04977520362014
"334"	"ENSG00000117758.14"	9.24062886092485	10.7890653329936
"335"	"ENSG00000117751.18"	47.1365080012931	47.3463663676034
"336"	"ENSG00000252947.1"	517.215439496826	361.742411910297
"337"	"ENSG00000117748.10"	22.6553227020201	18.4832864582772
"338"	"ENSG00000158156.9"	3.39031180505553	3.3929319358005
"339"	"ENSG00000158161.16"	17.6177058030802	19.1512627634069
"340"	"ENSG00000228589.3"	31.5190025537713	60.2191443916428
"341"	"ENSG00000126698.11"	45.8814903262933	34.9441485849993
"342"	"ENSG00000130770.18"	46.4807092614205	42.1282694890106
"344"	"ENSG00000130766.5"	10.7091112347893	10.9994240591568
"345"	"ENSG00000130772.14"	9.67433214905948	18.1533914099391
"346"	"ENSG00000204138.13"	25.6014798781835	26.2217638489762
"348"	"ENSG00000180198.16"	63.2369887095235	59.5188445974058
"349"	"ENSG00000242125.3"	67.7804346414071	71.2961125664929
"350"	"ENSG00000200087.1"	11449.614779289	10790.7709572926
"351"	"ENSG00000180098.9"	5.43162921215114	9.51269713076055
"352"	"ENSG00000197989.14"	23.7853411420993	21.286021653807
"353"	"ENSG00000221539.1"	5089.23472070003	4908.44153379139
"354"	"ENSG00000120656.12"	10.0195778919913	5.64036823730636
"355"	"ENSG00000188060.8"	16.9605631852699	17.8223543375527
"356"	"ENSG00000162419.13"	6.99831502770962	5.25279264555424
"357"	"ENSG00000198492.16"	29.8269855952057	27.8862185426993
"358"	"ENSG00000159023.22"	12.1023751569898	12.0140529939697
"359"	"ENSG00000225616.2"	82.5328674396198	110.620515026728
"362"	"ENSG00000116350.17"	33.4599400368226	32.4324376216225
"363"	"ENSG00000116353.16"	5.18715339273037	5.30914313298894
"364"	"ENSG00000060656.20"	27.1583492794482	23.4531384657386
"366"	"ENSG00000134644.16"	50.1016727169763	58.1776027465445
"367"	"ENSG00000060688.13"	32.6306487368779	29.0134815177384
"368"	"ENSG00000121766.16"	51.8047644548309	38.121176963922
"369"	"ENSG00000168528.12"	11.3054043711778	11.0312879758983
"372"	"ENSG00000142910.16"	4.06446520339297	10.8161350386672
"373"	"ENSG00000162517.13"	23.7001553983639	20.4242394006165
"374"	"ENSG00000084636.18"	4.63945547154831	3.95713719591993
"376"	"ENSG00000184007.22"	22.9805770367857	34.9341829207843
"377"	"ENSG00000121774.18"	131.592482470995	136.377865196044
"379"	"ENSG00000025800.14"	38.4662707236688	40.0672638147502
"380"	"ENSG00000084652.16"	73.2600814503983	71.02555211196
"384"	"ENSG00000160055.20"	5.46433154428814	5.331840673873
"385"	"ENSG00000084623.12"	25.0014451935385	22.668814930508
"388"	"ENSG00000116478.12"	54.613141751298	53.5474696793528
"389"	"ENSG00000175130.7"	205.733496441037	164.840308989635
"390"	"ENSG00000225828.1"	8.23049333342128	7.20724733404372
"391"	"ENSG00000160058.19"	16.2102828200648	17.1643129947125
"394"	"ENSG00000176261.15"	15.4734517827891	11.1992698135811
"395"	"ENSG00000162521.19"	28.6412332028169	23.8174028847833
"397"	"ENSG00000162522.11"	19.1241619391117	25.0590379987126
"398"	"ENSG00000134684.12"	45.1257123665254	41.5755639312863
"399"	"ENSG00000116497.18"	7.4315503597699	7.9685289388133
"401"	"ENSG00000116514.17"	20.6979045499245	18.7496513033599
"402"	"ENSG00000004455.17"	22.0979838542044	18.8688142078215
"404"	"ENSG00000160094.15"	14.9923559858445	10.3873448152758
"406"	"ENSG00000134686.18"	41.9679334689019	37.6825727087632
"408"	"ENSG00000121903.14"	3.67617331285851	3.58703900648088
"409"	"ENSG00000163866.9"	6.41817113396731	6.23421565579674
"412"	"ENSG00000197056.11"	7.87273173559486	9.84852001217789
"413"	"ENSG00000116560.11"	140.713350187213	132.859726587945
"414"	"ENSG00000146463.12"	27.6466834889454	27.9768448402323
"417"	"ENSG00000142687.18"	19.8803050065079	17.6624817339277
"418"	"ENSG00000020129.16"	13.4929092966891	11.6168413949972
"420"	"ENSG00000126067.12"	41.8015329203034	49.4889994920372
"422"	"ENSG00000092853.14"	20.9556060713091	16.4923873263496
"423"	"ENSG00000134698.11"	7.09759469898464	6.70846437349212
"424"	"ENSG00000092847.13"	19.2462097078291	20.9833339216575
"425"	"ENSG00000126070.20"	4.52013080550274	6.23152298519593
"426"	"ENSG00000116863.11"	36.6388229124314	30.1616784036536
"428"	"ENSG00000054116.12"	14.384500327785	17.4408437754645
"429"	"ENSG00000116871.15"	15.1781112830729	11.9481069275312
"430"	"ENSG00000054118.15"	106.660741731366	108.294671825192
"431"	"ENSG00000214193.11"	7.18980395897309	8.99420055854756
"433"	"ENSG00000196182.11"	39.9432131298521	38.3229789936313
"434"	"ENSG00000181817.6"	16.8440015458492	23.3404879514563
"436"	"ENSG00000116898.12"	44.3015479008887	34.7865393254852
"437"	"ENSG00000119535.18"	3.47249874445123	1.73759119581668
"439"	"ENSG00000163874.11"	6.31288513253088	4.26449064075864
"440"	"ENSG00000163875.16"	11.9119903308391	13.2905228580207
"441"	"ENSG00000163877.11"	7.84893219179815	6.4035310377487
"442"	"ENSG00000134697.13"	27.5024075781606	23.9557800907717
"443"	"ENSG00000116922.14"	11.0019891433542	11.2307016338367
"444"	"ENSG00000134690.11"	58.3934003331261	54.7861204097463
"445"	"ENSG00000185090.15"	17.7213069123993	24.1393088895864
"446"	"ENSG00000196449.4"	20.0621986443943	20.6060639030308
"447"	"ENSG00000197982.14"	22.7405345836386	22.3204531799337
"448"	"ENSG00000188786.10"	5.86199863151422	5.86652895312608
"449"	"ENSG00000204084.13"	5.68131384726738	4.26427839785005
"450"	"ENSG00000183431.12"	45.6007869276687	48.1435026261164
"451"	"ENSG00000183386.10"	10.7107987720151	7.30846117242457
"452"	"ENSG00000183520.12"	21.3542068604602	25.1250239276324
"456"	"ENSG00000214114.9"	14.073658813309	7.39438105494207
"458"	"ENSG00000174574.16"	172.772487009948	160.737205205132
"459"	"ENSG00000168653.11"	274.180812361	232.521092790124
"460"	"ENSG00000127603.30"	27.5315086120683	27.7584035601256
"462"	"ENSG00000090621.15"	37.795527165524	38.3474402860225
"463"	"ENSG00000084072.17"	1.92956137532527	1.97494015500793
"465"	"ENSG00000043514.17"	6.86976798908646	8.0707427341711
"466"	"ENSG00000131236.18"	76.7427685290494	74.1140048395646
"467"	"ENSG00000131238.18"	75.807228966475	83.8288299104684
"468"	"ENSG00000117000.9"	20.0391557839825	16.4510740254769
"470"	"ENSG00000084073.10"	50.9417810588901	50.6169992627026
"471"	"ENSG00000049089.15"	8.33300837494077	9.38187940966901
"472"	"ENSG00000084070.12"	23.3008748020016	20.7429593353646
"473"	"ENSG00000187801.15"	10.6462896034739	7.4201103064694
"477"	"ENSG00000164002.11"	8.83518082875619	6.63150668349106
"479"	"ENSG00000117016.10"	3.49456761648283	4.4388405588904
"481"	"ENSG00000066136.20"	10.0986137943947	9.04687444095053
"484"	"ENSG00000171793.16"	24.6448498763532	23.2207958218235
"485"	"ENSG00000281207.1"	4.4717584873163	5.18718031712834
"487"	"ENSG00000010803.16"	27.2051705097478	35.5697069590779
"491"	"ENSG00000198815.9"	17.5437055186845	16.3537416849549
"492"	"ENSG00000177181.15"	1.65085684810939	2.0651658473687
"493"	"ENSG00000127125.9"	16.5850149588199	11.160611398828
"495"	"ENSG00000171960.12"	11.1065890165836	12.3608383935264
"496"	"ENSG00000065978.19"	141.965908757858	107.850929230772
"498"	"ENSG00000117385.16"	25.3791791180825	24.027835309471
"501"	"ENSG00000177868.12"	14.4221196930177	10.8249491423051
"506"	"ENSG00000117394.24"	179.67183124121	199.740442742123
"510"	"ENSG00000117395.13"	40.0016383027146	41.1293349888763
"512"	"ENSG00000117399.14"	47.5220312767393	59.6910938142239
"513"	"ENSG00000066322.15"	20.2450649066631	19.8710818214015
"514"	"ENSG00000159479.17"	25.9790164943605	33.0405150725543
"515"	"ENSG00000198198.17"	6.44168676931323	5.33517110949278
"516"	"ENSG00000142949.17"	64.8494543343583	68.0898598057351
"517"	"ENSG00000066135.13"	13.1743726478174	14.1263080531817
"519"	"ENSG00000126091.21"	1.50502323719557	1.58149568068858
"520"	"ENSG00000117408.11"	11.9263991775284	9.24047709119169
"521"	"ENSG00000132768.14"	33.9648302108294	25.4933094084123
"522"	"ENSG00000117410.14"	27.1099338533308	26.6787037722381
"523"	"ENSG00000117411.18"	23.1789714254832	21.6801654121463
"525"	"ENSG00000196517.13"	7.43498873867516	7.25471634459916
"527"	"ENSG00000178028.14"	14.9859707379903	11.7713346763573
"528"	"ENSG00000117419.16"	21.0195274089619	21.0357719059804
"529"	"ENSG00000187147.18"	15.712026217435	17.0849143121492
"530"	"ENSG00000126106.14"	7.12357942377109	5.34681354855391
"532"	"ENSG00000199377.1"	11574.4536697343	9175.75426233501
"533"	"ENSG00000200169.1"	4760.53035201447	3850.9289981115
"534"	"ENSG00000142945.13"	50.8433119786624	44.9909350858022
"535"	"ENSG00000142937.12"	235.757317130651	176.954637888711
"536"	"ENSG00000200913.1"	2401.61574703421	2042.01216104147
"537"	"ENSG00000202031.1"	4265.01225075986	5126.15466633859
"540"	"ENSG00000222009.8"	5.54350225700368	7.48951168783236
"542"	"ENSG00000070785.17"	20.5943302845942	16.7458250188219
"543"	"ENSG00000126107.15"	17.3125149351219	13.2831858185881
"544"	"ENSG00000126088.14"	30.996281669342	27.6273981237268
"545"	"ENSG00000162415.7"	14.7268890148324	15.6193626303531
"549"	"ENSG00000132773.12"	13.2404600133353	9.93801946703229
"552"	"ENSG00000132763.15"	9.27540246923492	5.22144605687659
"553"	"ENSG00000117450.15"	504.649860637577	544.223996341366
"554"	"ENSG00000117448.14"	46.8915282232929	51.6205440836037
"555"	"ENSG00000132780.17"	80.8347304065585	77.7812485499353
"557"	"ENSG00000159592.11"	35.1777094656733	32.3149416801341
"560"	"ENSG00000159596.7"	18.6473577628083	19.9947524771861
"561"	"ENSG00000197429.11"	13.682344297761	11.0596648680444
"563"	"ENSG00000086015.22"	20.3312174069815	23.7986412903695
"564"	"ENSG00000117461.15"	2.63797863250682	3.16802080617306
"566"	"ENSG00000085998.14"	10.4044792724761	12.542353822032
"567"	"ENSG00000085999.13"	35.4088148088357	30.1686395272502
"568"	"ENSG00000132128.17"	19.7079420848016	17.5128173615335
"569"	"ENSG00000173660.12"	103.313354516805	125.600892005739
"570"	"ENSG00000117481.10"	7.3738792421929	8.4749840964502
"572"	"ENSG00000079277.22"	7.01128373677284	7.07719107163938
"574"	"ENSG00000123472.12"	18.5610165406246	18.5753610295367
"575"	"ENSG00000159658.15"	6.5793405894796	6.64428370540629
"576"	"ENSG00000123473.16"	13.6492871372555	16.0703949412029
"577"	"ENSG00000162368.13"	65.991327596381	57.533027695639
"579"	"ENSG00000117834.13"	16.3505812987169	16.1479120061068
"582"	"ENSG00000185104.20"	14.7337169538378	12.8049583853433
"583"	"ENSG00000123080.12"	13.5777232219255	11.6470426954583
"585"	"ENSG00000123091.5"	26.9622269158123	25.4142813057551
"587"	"ENSG00000085832.17"	23.0095165517052	23.2258101677425
"588"	"ENSG00000117859.19"	19.9443048202917	22.3833984401596
"589"	"ENSG00000078618.22"	47.8248817187715	47.1410312907053
"590"	"ENSG00000169213.7"	2.59564299733255	1.48982809439753
"591"	"ENSG00000117862.13"	16.3517831938433	7.15943389153435
"593"	"ENSG00000134717.18"	11.8102321117604	6.15591635404289
"594"	"ENSG00000157077.16"	8.55838944940919	11.7462906783269
"596"	"ENSG00000154222.15"	7.79797306966283	7.8039995681571
"597"	"ENSG00000085840.13"	21.2574927945595	22.5253283273907
"598"	"ENSG00000134748.13"	18.4118885715971	19.8167682108768
"599"	"ENSG00000134744.14"	16.9846968343482	15.8224417134965
"601"	"ENSG00000162377.6"	22.5802830603506	21.8915545745277
"602"	"ENSG00000162378.13"	13.7918769289529	10.1734207019707
"603"	"ENSG00000252018.1"	179.908271830134	695.952102623477
"604"	"ENSG00000228929.1"	102.926389158609	115.881675345802
"605"	"ENSG00000121310.17"	8.76842942552674	6.96110085054127
"607"	"ENSG00000116171.19"	13.7133335852402	14.3746353005288
"610"	"ENSG00000157184.7"	4.06160855226199	3.33889971612046
"611"	"ENSG00000162384.14"	12.130718970921	8.77988936761875
"612"	"ENSG00000162385.11"	24.3377237754292	37.6093519173778
"613"	"ENSG00000157193.18"	10.2188945408748	10.7977051427859
"614"	"ENSG00000058804.12"	49.6096473169143	42.2007890207051
"615"	"ENSG00000058799.15"	14.3760765800488	12.2291088026601
"616"	"ENSG00000211452.11"	11.9712441378239	11.5526210084005
"617"	"ENSG00000081870.12"	9.737089792741	8.77015340690948
"618"	"ENSG00000116212.15"	36.9703440725865	36.5477095302725
"621"	"ENSG00000116209.12"	13.6500184551076	14.2475450963926
"623"	"ENSG00000116205.14"	3.04692168761018	3.12952055332026
"625"	"ENSG00000116221.15"	75.0210489829733	64.9280364620592
"626"	"ENSG00000157216.16"	7.57627918472289	6.52906013626264
"631"	"ENSG00000116133.13"	274.138408363084	272.70039767133
"632"	"ENSG00000169174.11"	73.8020598151819	75.3978273459012
"633"	"ENSG00000162402.14"	43.009056852142	30.4544543573543
"635"	"ENSG00000162407.9"	15.5453598952091	20.5579582326607
"636"	"ENSG00000162409.11"	9.37930738634249	10.7945393834456
"638"	"ENSG00000157131.11"	9.06820479050201	6.80640972052924
"639"	"ENSG00000162600.12"	5.24828616047686	5.51495929676019
"641"	"ENSG00000162601.11"	15.9199747623169	15.9695031269848
"642"	"ENSG00000177606.8"	29.0758528976617	30.3107537035158
"645"	"ENSG00000172456.18"	1.7631378954426	2.04521648777855
"646"	"ENSG00000134709.12"	29.7977913881154	27.0158913686686
"648"	"ENSG00000162599.17"	15.5725138018739	15.933978032494
